Country,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Iran (Islamic Republic of),80,1,45,0,80
Burkina Faso,63,1,27,0,63
Kazakhstan,76,1,31,0,76
United States of America,64,2,35,4,64
Germany,49,1,43,0,49
United States of America,46,1,33,4,46
Mexico,58,1,31,2,58
United States of America,32,1,32,1,18
Senegal,177,1,29,0,177
Portugal,40,0,40,0,16
Iran (Islamic Republic of),110,1,43,0,110
Italy,91,1,67,0,91
United States of America,53,1,53,0,12
Russian Federation,40,1,40,2,31
Germany,55,1,46,0,55
United States of America,44,1,44,1,43
Slovakia,63,1,63,0,57
United States of America,38,2,38,4,34
Mexico,38,2,10,2,38
Brazil,63,3,7,1,63
India,72,0,25,0,72
India,184,1,53,0,184
India,160,4,102,4,160
Chile,50,1,15,5,50
China,74,3,69,4,74
Colombia,73,1,22,0,73
United States of America,66,2,18,13,66
Russian Federation,33,1,33,0,19
China,59,1,41,9,59
India,96,1,31,0,96
China,182,4,182,2,135
United Kingdom of Great Britain and Northern Ireland,29,0,29,1,10
United States of America,103,1,19,2,103
Mexico,126,3,8,15,126
Belgium,35,0,28,3,35
India,70,0,25,0,70
Italy,40,1,40,2,27
Switzerland,30,1,24,1,30
India,87,1,30,2,87
India,497,1,41,0,369
Netherlands,34,0,34,1,28
Belgium,40,1,22,5,40
Japan,31,1,31,0,16
Saudi Arabia,175,1,86,0,175
Chile,251,18,0,27,251
Switzerland,52,1,30,1,52
Germany,57,1,37,3,57
Germany,66,1,36,2,66
Pakistan,165,3,139,0,165
India,24,1,24,0,22
Russian Federation,42,1,42,1,37
Czechia,81,1,37,2,81
Pakistan,163,3,163,1,161
India,60,2,38,0,60
Ukraine,38,1,38,1,18
United States of America,66,2,13,20,66
Mexico,26,1,17,1,26
Russian Federation,53,1,37,1,53
Malta,54,1,49,1,54
Belgium,58,1,36,4,58
United States of America,30,1,28,5,30
China,152,1,68,1,152
France,59,1,31,2,59
Hungary,66,1,42,1,66
India,37,1,29,0,37
India,171,3,162,1,171
Russian Federation,32,1,32,0,27
Belgium,58,1,40,2,58
China,64,2,43,0,64
China,159,4,37,11,159
United States of America,51,1,38,5,51
Brazil,41,1,2,0,41
United States of America,59,2,19,17,59
United States of America,38,1,26,7,38
India,191,1,39,0,191
Russian Federation,42,1,42,0,37
India,44,1,31,0,44
United States of America,51,1,28,9,51
Romania,47,1,41,0,47
New Zealand,13,0,13,2,11
Japan,27,1,27,2,25
India,150,1,41,0,150
France,30,1,30,5,30
Germany,54,1,16,9,54
,39,1,39,1,35
Cameroon,79,3,25,1,79
United States of America,71,2,14,20,71
United States of America,65,2,17,21,65
France,53,1,27,3,53
Sri Lanka,59,1,36,0,59
Indonesia,22,0,18,0,22
Germany,39,0,31,1,39
Philippines,53,1,23,0,53
India,203,1,45,0,203
United States of America,74,2,31,3,74
India,152,0,33,0,152
India,46,0,25,0,46
,60,1,17,10,60
Bosnia and Herzegovina,50,1,32,0,50
India,162,5,114,4,162
India,203,4,151,5,203
Russian Federation,27,1,27,0,7
,28,1,28,0,3
China,156,4,149,6,156
Poland,34,1,26,3,34
Italy,68,1,49,2,68
Albania,57,1,31,2,57
France,36,1,24,2,36
Kyrgyzstan,84,0,41,0,84
Poland,31,1,31,1,26
India,152,1,36,0,152
France,30,1,28,2,30
Poland,34,0,34,0,34
Spain,36,1,36,0,8
India,74,0,27,0,74
Colombia,63,2,13,2,63
United States of America,79,2,31,12,79
Spain,40,1,27,5,40
Belgium,36,1,23,5,36
Romania,66,1,42,1,66
Brazil,15,1,15,0,9
India,152,3,151,1,152
Democratic Republic of the Congo,99,2,23,1,99
India,148,1,33,0,148
China,44,1,44,1,38
Netherlands,30,1,30,3,27
Indonesia,85,1,47,1,85
Indonesia,33,1,25,0,33
Malaysia,46,1,16,0,46
India,464,4,171,5,407
Pakistan,168,1,57,1,168
France,31,1,28,2,31
United States of America,58,1,31,1,58
United States of America,74,2,15,17,74
Mexico,49,1,6,5,49
Ukraine,72,1,38,1,72
Romania,41,1,41,0,39
France,40,1,24,2,40
Germany,31,0,31,1,31
Russian Federation,44,0,33,0,44
Italy,62,1,39,3,62
Central African Republic,43,2,14,0,43
Brazil,28,0,16,0,28
India,125,1,39,1,125
Brazil,28,1,3,1,28
Colombia,34,1,9,0,34
India,500,1,53,1,447
Philippines,71,1,24,1,71
Czechia,59,1,48,0,59
Côte d'Ivoire,27,1,21,0,27
Iran (Islamic Republic of),156,1,45,0,156
United States of America,45,1,45,1,42
Czechia,57,1,46,1,57
Spain,30,1,30,2,28
Paraguay,24,0,16,0,24
Brazil,72,1,30,1,72
United States of America,48,1,38,2,48
Ethiopia,54,1,18,0,54
Mexico,52,1,29,0,52
Russian Federation,37,1,37,0,16
South Africa,147,1,0,20,147
Russian Federation,34,1,8,6,34
United States of America,101,2,10,14,101
Democratic Republic of the Congo,51,1,16,0,51
Philippines,69,0,25,0,69
India,119,0,31,0,119
Russian Federation,43,1,43,0,14
Romania,51,1,29,1,51
India,153,0,28,0,153
India,158,1,46,0,158
Indonesia,100,2,100,1,89
Indonesia,188,4,188,3,163
China,150,3,150,3,102
Mexico,84,2,20,4,84
United Republic of Tanzania,22,0,16,0,22
Russian Federation,52,1,29,0,52
United States of America,46,1,25,5,46
South Africa,160,4,12,12,160
South Africa,92,2,13,5,92
Russian Federation,32,1,32,0,11
Senegal,162,1,26,1,162
Germany,51,1,28,3,51
United States of America,67,1,15,13,67
Italy,78,1,44,3,78
Botswana,71,1,9,2,71
Japan,99,2,99,0,40
China,126,4,60,4,126
Chile,57,1,10,7,57
Angola,54,1,20,0,54
Cameroon,49,2,23,0,49
Germany,43,1,24,4,43
Turkey,48,1,48,0,14
Cameroon,91,5,10,2,91
Thailand,39,0,23,0,39
India,170,1,37,0,170
Switzerland,87,1,25,3,87
United States of America,36,1,36,1,18
Ukraine,80,1,41,0,80
Italy,86,2,32,6,86
India,186,2,98,1,186
United Republic of Tanzania,59,2,16,0,59
Portugal,44,1,36,2,44
Japan,46,1,46,1,41
France,48,1,19,4,48
Brazil,45,1,18,2,45
India,68,0,25,0,68
Germany,28,0,28,2,26
United States of America,43,1,30,6,43
India,137,1,35,0,137
United States of America,81,2,12,8,81
Greece,69,1,38,3,69
Hungary,57,1,38,1,57
United States of America,58,1,42,7,58
Germany,35,1,35,1,28
United Kingdom of Great Britain and Northern Ireland,53,0,31,1,53
Pakistan,166,1,46,0,166
Brazil,22,1,8,1,22
Gambia,153,1,24,1,153
France,64,1,32,1,64
Indonesia,161,3,137,1,161
Russian Federation,50,1,29,1,50
,30,1,30,3,19
Libya,53,1,53,0,33
Nigeria,91,3,19,1,91
China,167,3,167,3,97
China,46,1,46,0,46
Mexico,51,1,8,4,51
Slovakia,69,1,42,1,69
Brazil,44,1,10,2,44
France,101,0,25,0,101
France,35,0,26,2,35
Bangladesh,172,2,36,4,172
Indonesia,34,0,19,0,34
Japan,47,1,47,0,21
India,61,1,27,1,61
Armenia,30,1,27,0,30
France,28,1,22,3,28
United States of America,74,2,28,13,74
Cuba,55,1,19,3,55
Japan,35,0,35,0,16
Ghana,84,1,18,1,84
Brazil,28,0,7,1,28
Côte d'Ivoire,64,1,17,0,64
United States of America,47,1,27,9,47
Sweden,40,0,40,0,20
Russian Federation,49,1,30,0,49
Mexico,49,1,20,6,49
Uzbekistan,153,1,40,0,153
Germany,34,1,34,1,26
Germany,34,1,34,2,27
China,78,3,37,3,78
China,156,3,156,3,111
Austria,38,1,24,2,38
United States of America,67,2,37,5,67
Namibia,35,0,21,0,35
Lithuania,35,1,29,1,35
Cyprus,58,1,57,1,58
Germany,57,1,39,3,57
China,135,3,16,16,135
United States of America,86,3,14,24,86
India,178,1,32,0,178
Philippines,54,0,24,1,54
Germany,40,1,31,2,40
Peru,57,1,4,5,57
Austria,33,1,33,1,14
China,131,3,131,1,90
China,21,0,21,0,13
Colombia,73,2,3,5,73
Germany,42,1,23,2,42
Ukraine,40,1,40,0,27
Hungary,84,1,34,2,84
Russian Federation,31,1,31,2,22
,45,1,45,0,32
Netherlands,40,1,27,5,40
Viet Nam,53,1,24,0,53
Germany,33,0,33,1,27
Kyrgyzstan,40,0,31,0,40
India,253,4,166,1,253
France,28,1,28,0,25
Brazil,151,4,16,13,151
Brazil,43,1,13,4,43
Italy,49,1,49,1,37
Belgium,37,1,30,3,37
Bolivia (Plurinational State of),12,0,12,0,9
Switzerland,32,1,28,1,32
Belgium,36,1,26,3,36
Nigeria,64,2,19,0,64
United States of America,54,1,21,9,54
Guatemala,103,3,10,12,103
Guatemala,74,2,5,5,74
Brazil,62,2,12,4,62
Nepal,135,3,102,0,135
Morocco,46,2,22,6,46
Philippines,53,1,22,0,53
Egypt,162,1,44,2,162
Colombia,20,1,10,0,20
United States of America,67,1,13,17,67
Russian Federation,32,1,32,0,29
United States of America,35,1,35,2,29
Netherlands,35,0,35,1,34
Poland,34,1,32,1,34
Brazil,22,0,10,1,22
Norway,36,1,36,1,23
China,129,2,129,4,109
Germany,38,1,38,1,26
Peru,32,1,1,0,32
Viet Nam,65,2,30,0,65
United States of America,53,1,26,4,53
United States of America,72,2,10,26,72
Belgium,44,1,25,4,44
Canada,40,1,40,0,22
India,183,4,106,4,183
Brazil,35,0,8,2,35
United States of America,72,2,40,10,72
Malaysia,50,1,41,1,50
,30,0,30,0,9
Russian Federation,41,0,31,2,41
Russian Federation,45,1,45,2,20
Monaco,56,1,56,1,42
Spain,40,1,40,0,35
United States of America,41,1,31,1,41
Republic of North Macedonia,108,1,39,0,108
India,166,5,18,27,166
Brazil,182,9,0,29,182
Brazil,15,0,15,1,15
Brazil,18,1,8,1,18
Italy,71,1,41,3,71
Jordan,144,3,47,8,144
,29,1,20,1,29
Sri Lanka,59,0,28,0,59
Paraguay,56,2,3,2,56
Italy,63,1,46,1,63
Italy,73,1,41,2,73
Russian Federation,33,1,33,0,32
Ukraine,40,1,40,1,28
Spain,54,1,27,1,54
United States of America,51,2,34,4,51
United States of America,86,2,13,28,86
Russian Federation,26,1,26,4,19
Germany,62,1,61,0,62
Guatemala,90,3,7,11,90
Slovakia,89,1,40,0,89
Sweden,32,1,32,0,13
Germany,60,1,35,3,60
United States of America,67,2,21,16,67
Germany,59,1,39,1,59
Italy,65,1,42,1,65
Bosnia and Herzegovina,62,1,38,0,62
India,32,1,28,0,32
Mauritius,40,0,30,0,40
Myanmar,26,1,26,0,24
Latvia,41,1,38,0,41
China,130,2,130,3,89
Russian Federation,32,1,32,0,12
Germany,42,1,42,0,26
India,163,3,108,5,163
United States of America,52,1,38,2,52
France,48,1,48,0,33
India,216,10,26,32,216
Germany,45,1,29,2,45
India,169,4,164,1,169
Hungary,63,1,63,0,57
Brazil,29,0,26,0,29
South Africa,39,1,29,0,39
France,67,1,46,1,67
Italy,84,1,51,0,84
Guatemala,58,1,28,1,58
United States of America,52,1,46,2,52
United States of America,42,1,41,1,42
Kazakhstan,36,1,36,0,16
Mozambique,46,1,19,0,46
United States of America,68,1,20,6,68
United States of America,64,2,17,22,64
Peru,31,1,8,0,31
Spain,57,1,25,3,57
Poland,45,1,35,1,45
India,119,1,28,0,119
Japan,60,1,54,2,60
Tunisia,43,1,43,0,21
United States of America,34,1,26,2,34
Nigeria,87,3,39,1,87
United States of America,43,1,36,0,43
Canada,38,1,23,1,38
Russian Federation,35,1,35,0,20
United Republic of Tanzania,25,2,14,0,25
Pakistan,169,2,142,1,169
India,107,3,83,1,107
Germany,46,1,26,3,46
Madagascar,24,0,24,0,16
Slovakia,61,1,33,2,61
Canada,47,1,13,8,47
Poland,30,1,30,1,30
India,159,1,48,0,159
India,500,4,158,4,457
Chile,93,3,1,10,93
Pakistan,166,1,40,0,166
China,97,4,97,5,79
Philippines,37,1,17,0,37
,51,1,51,1,20
,32,1,24,7,32
Japan,45,1,25,3,45
Poland,104,2,28,8,104
Thailand,46,1,26,0,46
India,159,1,31,1,159
Brazil,30,0,11,1,30
Cuba,53,1,20,2,53
India,250,1,39,1,250
Germany,29,1,29,3,29
Brazil,14,0,14,0,6
Italy,65,1,40,2,65
Croatia,59,1,59,0,41
India,500,2,42,3,500
France,33,0,33,0,26
Nigeria,126,5,22,4,126
Japan,53,1,53,2,33
Russian Federation,63,1,26,10,63
United States of America,84,1,41,5,84
United States of America,58,2,25,7,58
China,60,1,41,2,60
United States of America,46,1,46,1,46
India,166,5,29,13,166
,61,1,45,3,61
Portugal,36,1,36,4,17
United States of America,53,2,36,10,53
Romania,71,1,39,1,71
Mexico,85,2,28,4,85
Spain,33,1,24,2,33
France,42,1,30,2,42
Russian Federation,33,1,33,1,15
Russian Federation,30,1,30,1,14
Germany,54,1,30,3,54
Germany,39,0,32,2,39
Brazil,17,0,17,0,12
Ukraine,70,1,42,0,70
Russian Federation,48,1,33,0,48
Russian Federation,45,1,42,4,45
Côte d'Ivoire,25,1,18,0,25
Russian Federation,41,1,41,0,27
Italy,90,1,66,0,90
Venezuela (Bolivarian Republic of),53,1,23,0,53
Poland,83,1,40,2,83
India,97,2,42,3,97
Cuba,54,1,20,3,54
Germany,41,1,39,2,41
Iran (Islamic Republic of),44,1,40,0,44
Italy,59,1,44,2,59
Brazil,37,0,11,2,37
Cameroon,80,2,26,0,80
Philippines,56,1,22,0,56
Greece,41,1,39,1,41
Russian Federation,31,1,31,0,29
Ukraine,52,1,36,0,52
Brazil,54,1,14,1,54
Japan,44,1,44,0,35
Brazil,38,1,11,1,38
Japan,42,1,42,3,29
India,167,4,167,1,160
Brazil,28,0,13,0,28
India,153,3,103,1,153
Brazil,18,0,13,1,18
Germany,64,1,38,2,64
France,31,0,31,1,27
India,81,0,30,0,81
United Republic of Tanzania,24,0,14,0,24
Bangladesh,162,2,36,3,162
Sweden,31,1,31,0,12
India,152,0,31,0,152
Japan,40,1,40,0,20
Viet Nam,97,2,48,1,97
Hungary,66,1,34,3,66
Brazil,87,2,7,10,87
Uganda,86,5,37,2,86
Czechia,31,0,31,1,24
Bolivia (Plurinational State of),17,1,3,0,17
India,142,1,38,0,142
United Kingdom of Great Britain and Northern Ireland,46,1,27,4,46
Peru,30,1,14,1,30
Romania,37,1,37,1,30
Brazil,38,0,17,2,38
Guatemala,105,4,6,14,105
Poland,81,1,42,1,81
United States of America,39,1,39,2,38
United States of America,73,2,15,19,73
United States of America,116,4,14,34,116
Chad,108,1,43,0,108
Central African Republic,60,1,14,0,60
Italy,53,1,48,0,53
India,181,7,8,17,181
Madagascar,25,0,24,0,25
Russian Federation,39,1,39,0,22
China,156,5,58,16,156
India,149,0,27,0,149
Brazil,75,3,9,1,75
India,155,2,30,3,155
Iraq,84,1,71,0,84
India,97,2,33,3,97
Mexico,54,1,30,0,54
India,177,2,22,7,177
Brazil,55,1,23,0,55
Romania,48,1,48,0,46
Russian Federation,44,1,44,1,30
Germany,66,1,54,0,66
Kenya,20,0,19,0,20
India,97,1,38,0,97
Sweden,29,1,29,0,9
France,53,1,29,2,53
Russian Federation,45,1,31,0,45
Sudan,81,1,24,0,81
United States of America,89,3,11,28,89
India,171,2,141,1,171
Brazil,34,0,21,1,34
United States of America,47,1,38,2,47
United States of America,68,2,11,12,68
Pakistan,165,1,44,0,165
United Kingdom of Great Britain and Northern Ireland,30,1,22,5,30
Venezuela (Bolivarian Republic of),151,3,1,10,151
Georgia,36,1,36,0,11
Switzerland,111,1,26,3,111
United States of America,67,2,9,22,67
Zimbabwe,65,1,17,1,65
Czechia,69,1,39,2,69
China,187,4,187,5,137
Russian Federation,32,1,32,0,14
Italy,70,1,61,1,70
Poland,32,1,27,1,32
Mexico,62,1,4,7,62
Sudan,64,1,9,2,64
France,30,1,25,2,30
India,51,0,28,0,51
Czechia,42,1,23,5,42
Serbia,63,1,27,0,63
France,33,1,8,16,33
Poland,71,2,31,7,71
Russian Federation,36,1,32,2,36
Hungary,69,1,30,2,69
Azerbaijan,40,1,34,0,40
Netherlands,46,1,25,5,46
China,51,2,23,3,51
Brazil,68,2,3,6,68
Nicaragua,43,1,18,1,43
United States of America,37,1,30,6,37
Poland,46,1,37,1,46
China,61,1,36,3,61
Russian Federation,44,0,31,0,44
France,34,1,30,1,34
France,42,0,42,0,24
Italy,33,1,33,3,27
Thailand,51,0,26,0,51
,54,0,20,0,54
France,59,1,28,7,59
Mexico,138,2,35,3,138
Greece,48,1,45,0,48
Russian Federation,32,1,32,1,22
United States of America,43,2,43,2,32
Indonesia,150,3,91,1,150
Mexico,40,1,3,5,40
Malaysia,56,1,34,0,56
Spain,32,1,32,1,30
Hungary,40,1,32,1,40
India,151,4,31,8,151
United States of America,51,1,41,3,51
Belgium,32,1,29,4,32
India,41,0,21,0,41
Germany,61,1,35,3,61
Colombia,60,2,3,7,60
United States of America,43,1,12,5,43
Brazil,56,1,13,5,56
Colombia,78,1,27,0,78
United States of America,114,2,18,10,114
India,152,3,40,8,152
Italy,72,1,72,1,57
United States of America,44,1,40,1,44
Austria,66,1,43,0,66
Chile,184,0,16,0,184
Guatemala,57,1,27,1,57
France,42,1,42,0,19
India,162,3,62,3,162
Peru,11,0,11,0,6
China,176,3,176,4,127
Russian Federation,40,1,40,0,23
India,156,0,34,0,156
United States of America,36,1,34,4,36
China,153,5,115,9,153
Iran (Islamic Republic of),52,1,39,0,52
India,79,1,23,1,79
India,108,1,23,1,108
Philippines,31,1,17,0,31
Italy,65,1,45,0,65
United Kingdom of Great Britain and Northern Ireland,67,0,33,0,67
Thailand,56,0,24,0,56
Brazil,42,1,10,3,42
Russian Federation,31,1,31,0,27
South Africa,185,12,10,15,185
Germany,56,1,33,5,56
United States of America,77,2,10,27,77
Georgia,39,1,39,0,19
Venezuela (Bolivarian Republic of),159,3,4,16,159
Venezuela (Bolivarian Republic of),76,1,10,2,76
Netherlands,40,1,38,3,40
France,71,2,28,5,71
Russian Federation,48,1,48,0,22
Indonesia,71,1,11,2,71
United States of America,65,1,65,3,16
Ireland,41,1,41,0,37
United States of America,45,1,45,1,41
China,78,3,54,5,78
India,95,2,25,6,95
France,66,1,46,1,66
United States of America,58,1,45,1,58
Slovakia,68,1,57,0,68
United States of America,51,1,46,2,51
Chile,66,2,1,11,66
Germany,32,1,26,2,32
United States of America,46,1,27,12,46
Japan,37,1,37,0,18
Israel,90,2,36,11,90
China,204,4,204,9,156
China,93,3,90,3,93
Denmark,35,0,33,0,35
Pakistan,179,1,46,0,179
United States of America,75,2,15,24,75
Hungary,74,1,42,1,74
Brazil,55,1,6,4,55
Russian Federation,38,1,38,4,27
Ecuador,52,1,3,4,52
Russian Federation,33,0,33,0,25
Italy,46,1,46,0,16
Zimbabwe,52,2,19,1,52
Turkey,44,1,36,0,44
Russian Federation,38,1,31,2,38
Germany,53,1,27,3,53
Russian Federation,37,1,37,1,37
United States of America,68,2,22,10,68
United States of America,52,1,25,1,52
India,166,4,156,2,166
United States of America,61,1,32,2,61
India,102,3,102,1,70
China,50,1,39,1,50
United States of America,41,2,33,5,41
Germany,36,0,36,1,29
Japan,32,1,32,1,10
Germany,66,1,36,3,66
India,193,1,40,0,193
Indonesia,48,1,28,0,48
Mexico,51,1,33,0,51
Brazil,38,1,11,1,38
India,63,2,48,0,63
Germany,58,1,39,1,58
Spain,37,1,37,0,17
India,52,0,23,0,52
Italy,73,1,73,0,39
Finland,36,1,36,0,5
United States of America,45,1,45,3,38
United States of America,44,1,39,1,44
Poland,50,1,44,0,50
Chile,70,3,2,8,70
Indonesia,57,1,23,1,57
United States of America,58,1,28,4,58
China,181,9,5,44,181
Indonesia,51,1,26,0,51
Honduras,81,2,0,4,81
France,42,1,25,2,42
Senegal,115,1,17,0,115
United Republic of Tanzania,60,1,12,0,60
United States of America,79,0,22,0,79
Germany,61,1,37,2,61
India,48,1,26,0,48
Uzbekistan,172,1,49,0,172
Italy,65,1,38,2,65
Russian Federation,35,1,35,0,6
France,32,1,32,2,23
Thailand,30,0,19,0,30
Myanmar,27,1,26,0,27
Malaysia,40,1,23,0,40
Spain,27,1,27,2,22
Italy,102,1,34,6,102
India,86,0,23,0,86
Germany,36,0,34,1,36
Brazil,71,1,11,1,71
United States of America,75,1,26,3,75
Brazil,71,2,7,5,71
United States of America,134,1,24,0,134
India,157,3,157,1,148
Australia,28,0,28,2,17
,25,1,25,0,24
Sri Lanka,65,0,26,0,65
Kenya,60,2,26,0,60
South Africa,58,2,20,1,58
Ethiopia,159,1,37,0,159
United States of America,52,2,30,3,52
United States of America,68,2,27,8,68
India,175,1,39,0,175
Brazil,24,0,9,1,24
Poland,33,1,28,1,33
China,76,2,72,0,76
Japan,45,1,45,0,24
Spain,42,1,30,4,42
China,174,4,174,5,128
Philippines,51,1,19,0,51
Germany,37,1,37,1,30
Germany,34,1,33,2,34
France,69,1,35,3,69
United States of America,51,1,21,3,51
India,53,0,22,0,53
Dominican Republic,90,2,5,15,90
Brazil,72,2,6,6,72
Italy,84,2,36,4,84
Germany,51,0,31,2,51
Japan,39,1,39,1,27
Russian Federation,37,1,37,0,10
India,113,0,24,0,113
Brazil,19,0,11,1,19
Russian Federation,26,1,26,0,3
Colombia,61,2,6,4,61
India,63,0,26,0,63
Serbia,67,1,39,1,67
United Kingdom of Great Britain and Northern Ireland,36,0,28,3,36
Belgium,38,1,25,3,38
India,137,1,42,0,137
India,76,1,39,1,76
Hungary,52,1,27,2,52
Albania,60,1,44,2,60
India,57,1,26,0,57
China,202,4,202,3,151
United States of America,42,1,26,2,42
Indonesia,96,2,87,2,96
Ecuador,44,1,6,3,44
Croatia,64,2,32,1,64
Russian Federation,41,1,31,0,41
Brazil,104,3,8,8,104
Brazil,29,0,14,2,29
Russian Federation,30,1,30,1,26
United States of America,47,1,47,2,46
India,92,0,26,0,92
Italy,68,1,36,3,68
Pakistan,159,2,159,1,153
Indonesia,37,1,24,0,37
United States of America,49,1,27,13,49
Latvia,31,1,31,0,28
Brazil,36,0,11,3,36
United States of America,48,1,3,10,48
India,114,0,22,0,114
Cameroon,75,2,16,0,75
United States of America,64,2,8,19,64
Belgium,36,1,25,3,36
Germany,35,0,35,1,27
Gambia,111,1,24,1,111
Poland,92,1,30,3,92
Germany,72,2,22,11,72
Italy,70,1,47,2,70
India,188,1,27,1,188
United Kingdom of Great Britain and Northern Ireland,37,1,32,2,37
Spain,43,0,43,0,11
Italy,83,1,51,0,83
Malaysia,131,3,24,10,131
Belgium,56,1,40,1,56
Thailand,44,0,21,0,44
India,44,1,44,0,33
Portugal,42,0,42,0,14
Russian Federation,39,1,39,0,35
Suriname,21,0,19,0,21
United Kingdom of Great Britain and Northern Ireland,64,0,35,0,64
Ecuador,38,1,19,2,38
India,111,1,97,0,111
China,151,3,151,1,100
Poland,40,1,29,1,40
Mexico,68,2,8,8,68
Italy,28,1,28,2,20
Burundi,42,2,15,0,42
India,152,1,36,0,152
Mexico,355,4,4,17,355
Belgium,48,1,25,5,48
Italy,37,1,37,4,29
Serbia,76,1,40,2,76
Italy,45,1,45,1,36
United States of America,36,1,20,3,36
Germany,42,1,35,2,42
South Africa,77,2,36,1,77
Germany,52,1,27,3,52
Netherlands,34,0,34,2,31
Peru,48,1,8,2,48
Italy,87,2,30,7,87
Burundi,62,5,21,2,62
China,63,1,49,2,63
Netherlands,37,1,31,3,37
Belgium,39,1,26,3,39
Azerbaijan,90,1,43,0,90
Brazil,42,1,6,0,42
United States of America,36,0,35,0,36
Italy,76,1,42,4,76
China,39,2,39,1,37
Sri Lanka,43,1,17,2,43
Netherlands,55,1,39,1,55
Serbia,61,1,32,0,61
Italy,64,1,22,3,64
Greece,78,1,40,0,78
Russian Federation,36,1,32,6,36
Uganda,74,3,21,0,74
Germany,68,2,29,8,68
Pakistan,178,2,120,0,178
Netherlands,30,1,30,2,21
Belgium,61,1,32,4,61
India,24,1,24,0,21
Thailand,58,1,26,0,58
Portugal,47,1,39,2,47
Brazil,22,0,22,0,11
United States of America,50,1,34,5,50
United States of America,77,2,25,12,77
Sierra Leone,54,1,8,0,54
Sierra Leone,34,1,17,0,34
Russian Federation,37,1,37,0,33
Canada,39,1,39,0,10
United States of America,42,1,27,8,42
United States of America,58,1,15,11,58
Germany,37,0,37,0,29
Ghana,63,1,17,1,63
El Salvador,95,3,0,16,95
Brazil,122,3,1,7,122
Italy,67,1,39,2,67
France,33,1,33,1,22
Poland,96,1,38,2,96
Brazil,35,0,9,2,35
Spain,50,2,21,7,50
Ghana,55,1,19,0,55
Israel,127,2,39,11,127
Russian Federation,35,1,35,0,25
Sweden,39,1,39,2,28
United States of America,45,1,16,6,45
Brazil,40,0,20,1,40
United States of America,64,1,24,13,64
China,178,3,178,3,132
Italy,35,1,35,0,13
United States of America,93,3,12,25,93
Ethiopia,64,1,17,0,64
United Republic of Tanzania,40,1,16,0,40
Poland,35,1,29,1,35
Mexico,36,1,19,4,36
Pakistan,181,2,170,1,181
Papua New Guinea,8,0,8,0,7
Russian Federation,47,1,47,0,25
Russian Federation,106,2,62,3,106
United States of America,56,1,36,2,56
Zimbabwe,26,0,26,0,14
United States of America,32,1,30,5,32
United States of America,138,3,18,7,138
France,36,1,36,0,16
Bulgaria,53,1,46,0,53
Germany,65,1,59,0,65
Cuba,43,1,28,1,43
Italy,52,1,45,1,52
United Republic of Tanzania,20,0,18,0,20
Indonesia,98,2,73,1,98
United Republic of Tanzania,56,2,24,0,56
United States of America,53,1,26,13,53
Brazil,53,1,5,2,53
Belgium,37,1,25,3,37
United States of America,57,1,43,6,57
Togo,56,1,29,0,56
Russian Federation,51,1,35,0,51
United Republic of Tanzania,22,0,17,0,22
Philippines,42,0,15,0,42
Germany,71,1,40,1,71
India,189,1,85,1,189
Croatia,67,1,32,1,67
Brazil,88,3,1,8,88
India,74,2,67,1,74
